1,38.9493
2,2.5786999999999978
3,3.3453000000000017
4,3.6773999999999987
5,3.6540000000000035
6,2.8984999999999985
7,3.328099999999999
8,2.7809000000000026
9,2.5773999999999972
10,1.482599999999998
11,1.5503999999999962
12,1.531400000000005
13,1.6255000000000024
14,1.5408999999999935
15,1.5762
16,1.5918000000000063
17,1.3986000000000018
18,1.4746999999999986
19,1.3537999999999926
20,1.3015000000000043
21,1.1978000000000009
22,1.2175000000000011
23,1.1903999999999968
24,1.1771999999999991
25,1.2843000000000018
26,2.598399999999998
27,3.0545000000000044
28,2.300600000000003
29,2.9718000000000018
30,2.625499999999988
31,3.249600000000001
32,3.2783000000000015
33,3.144500000000008
34,2.8969000000000023
35,2.9084000000000003
36,2.670599999999993
37,2.5511999999999944
38,2.3643
39,2.3926000000000016
40,2.6640000000000015
41,2.8182999999999936
42,2.4986000000000104
43,1.359499999999997
44,1.8452000000000055
45,2.4834999999999923
46,2.423000000000002
47,2.234800000000007
48,2.242199999999997
49,2.0494999999999948
50,2.2580000000000098
51,1.9501999999999953
52,2.197100000000006
53,1.907199999999989
54,1.883499999999998
55,1.7831999999999937
56,1.7410000000000139
57,1.436399999999992
58,1.492999999999995
59,1.2438000000000216
60,1.385499999999979
61,1.1830000000000211
62,1.3954999999999984
63,1.518100000000004
64,1.3682999999999765
65,1.089400000000012
66,0.7398000000000025
67,0.6706999999999823
68,0.3883000000000152
69,0.2032000000000096
70,0.009599999999977626
71,0.13360000000000127
72,0.39099999999999113
